Match,Duo1_W/L,Duo1_Points,Duo1_Carry_KDA,Duo1_Carry_Pts,Duo1_Carry_Elo,Duo1_Noob_KDA,Duo1_Noob_Pts,Duo1_Noob_Elo,Duo2_W/L,Duo2_Points,Duo2_Carry_KDA,Duo2_Carry_Pts,Duo2_Carry_Elo,Duo2_Noob_KDA,Duo2_Noob_Pts,Duo2_Noob_Elo,Duo3_W/L,Duo3_Points,Duo3_Carry_KDA,Duo3_Carry_Pts,Duo3_Carry_Elo,Duo3_Noob_KDA,Duo3_Noob_Pts,Duo3_Noob_Elo
11,W,380,20/1/17,11,B2 58LP (x0.60),10/2/7,6,B2 69LP (x1.00),11,W,130,16/2/14,53,B3 23LP (x0.75),7/3/10,70,B3 25LP (x1.00),11,W,67,15/2/16,19,B4 31LP (x0.75),14/1/16,33,B4 26LP (x0.90)
12,W,425,20/0/25,23,B2 89LP (x0.60),10/2/9,22,B2 95LP (x1.00),12,W,156,13/1/13,11,B3 49LP (x0.75),8/2/13,15,B3 52LP (x1.00),12,W,98,16/2/12,9,B4 59LP (x0.75),13/2/16,22,B4 54LP (x0.90)
13,W,537,20/1/16,42,B1 16LP (x0.60),10/2/13,70,B1 22LP (x1.00),13,W,213,16/2/23,26,B3 79LP (x0.75),12/2/8,31,B3 82LP (x1.00),13,L,57,8/5/6,-19,B4 41LP (x0.75),4/6/6,-22,B4 35LP (x0.90)
14,W,636,18/1/14,42,B1 46LP (x0.60),7/3/5,57,B1 48LP (x1.00),14,L,169,6/3/7,-19,B3 57LP (x0.75),5/4/6,-25,B3 62LP (x1.00),14,L,37,6/3/8,-12,B4 21LP (x0.75),5/4/8,-8,B4 14LP (x0.90)
15,W,643,20/0/25,11,B1 72LP (x0.60),4/2/8,-4,B1 79LP (x1.00),15,W,171,14/1/17,2,B3 84LP (x0.75),8/2/13,0,B3 88LP (x1.00),15,W,72,12/2/20,12,B4 50LP (x0.75),11/3/17,23,B4 42LP (x0.90)
16,L,603,8/3/8,-15,B1 49LP (x0.60),4/8/3,-25,B1 59LP (x1.00),16,W,294,16/1/17,53,B2 11LP (x0.75),12/2/16,70,B2 14LP (x1.00),16,W,87,20/2/20,9,B4 76LP (x0.75),8/3/13,6,B4 67LP (x0.90)
17,W,594,15/1/18,5,B1 77LP (x0.60),4/4/3,-14,B1 86LP (x1.00),17,L,250,9/5/11,-19,B3 75LP (x0.75),5/4/5,-25,B3 75LP (x1.00),17,L,46,8/3/9,-19,B4 59LP (x0.75),5/6/5,-22,B4 47LP (x0.90)
18,W,706,20/1/21,42,S4 3LP (x0.60),7/2/13,70,S4 16LP (x1.00),18,W,366,6/4/11,46,B2 2LP (x0.75),11/2/13,70,B2 4LP (x1.00),18,W,44,14/1/18,2,B4 86LP (x0.75),5/2/5,-4,B4 76LP (x0.90)
19,W,757,15/1/18,22,S4 33LP (x0.60),10/4/13,29,S4 45LP (x1.00),19,W,415,18/2/18,21,B2 31LP (x0.75),11/2/14,28,B2 29LP (x1.00),19,L,4,8/3/10,-19,B4 64LP (x0.75),7/3/6,-21,B4 55LP (x0.90)
20,W,764,8/2/9,1,S4 58LP (x0.60),8/2/12,6,S4 74LP (x1.00),20,W,455,16/1/16,19,B2 59LP (x0.75),7/2/12,21,B2 54LP (x1.00),20,W,4,13/1/12,-2,B4 94LP (x0.75),7/2/14,2,B4 82LP (x0.90)
21,L,727,9/3/8,-12,S4 39LP (x0.60),1/12/2,-25,S4 53LP (x1.00),21,L,417,9/3/9,-15,B2 39LP (x0.75),4/7/6,-23,B2 34LP (x1.00),21,W,137,12/2/20,63,B3 24LP (x0.90),20/1/13,70,B3 12LP (x1.00)
22,W,728,16/2/14,5,S4 65LP (x0.60),5/3/10,-4,S4 82LP (x1.00),22,W,434,13/2/14,5,B2 65LP (x0.75),8/3/16,12,B2 64LP (x1.00),22,W,201,18/1/14,26,B3 52LP (x0.90),12/2/16,38,B3 39LP (x1.00)
23,W,797,16/1/20,2,S4 91LP (x0.60),6/4/9,67,S3 10LP (x1.00),23,L,390,8/3/8,-19,B2 42LP (x0.75),4/4/5,-25,B2 45LP (x1.00),23,W,221,20/1/16,10,B3 83LP (x0.90),10/2/10,10,B3 69LP (x1.00)
24,L,757,4/6/6,-15,S4 69LP (x0.60),3/6/7,-25,S4 75LP (x1.00),24,L,353,9/3/8,-13,B2 23LP (x0.75),4/7/6,-24,B2 25LP (x1.00),24,W,293,20/0/25,63,B2 11LP (x0.90),3/2/6,9,B3 99LP (x1.00)
25,W,830,20/2/21,3,S4 96LP (x0.60),10/3/14,70,S3 1LP (x1.00),25,W,384,15/2/18,13,B2 53LP (x0.75),12/2/9,18,B2 53LP (x1.00),25,W,382,13/2/20,19,B2 37LP (x0.90),11/2/9,70,B2 27LP (x1.00)
26,W,893,18/1/16,53,S3 23LP (x0.75),4/4/4,10,S3 26LP (x1.00),26,W,399,20/2/23,9,B2 78LP (x0.75),10/2/12,6,B2 79LP (x1.00),26,W,500,15/2/13,53,B2 67LP (x0.90),7/2/17,65,B2 55LP (x1.00)
27,L,878,8/3/11,-4,S3 2LP (x0.75),4/6/6,-11,S3 6LP (x1.00),27,W,522,15/1/22,53,B1 6LP (x0.75),7/3/16,70,B1 6LP (x1.00),27,W,513,13/2/14,-4,B2 92LP (x0.90),16/1/14,17,B2 85LP (x1.00)
28,W,915,8/2/10,11,S3 29LP (x0.75),10/1/13,26,S3 32LP (x1.00),28,W,560,15/1/20,20,B1 34LP (x0.75),8/2/7,18,B1 32LP (x1.00),28,W,646,14/2/14,63,B1 18LP (x0.90),13/1/12,70,B1 13LP (x1.00)
29,W,928,14/1/16,11,S3 56LP (x0.75),5/4/9,2,S3 59LP (x1.00),29,L,536,7/3/7,-10,B1 17LP (x0.75),4/8/8,-14,B1 11LP (x1.00),29,L,617,8/3/8,-4,B1 1LP (x0.90),5/6/6,-25,B2 75LP (x1.00)
30,L,888,8/3/8,-15,S3 38LP (x0.75),2/8/3,-25,S3 37LP (x1.00),30,W,571,15/2/13,13,B1 44LP (x0.75),10/4/14,22,B1 38LP (x1.00),30,W,711,16/1/16,24,B1 27LP (x0.90),14/2/13,70,B1 5LP (x1.00)
31,W,895,8/2/13,1,S3 64LP (x0.75),7/4/12,6,S3 65LP (x1.00),31,W,580,13/2/22,6,B1 70LP (x0.75),6/2/8,3,B1 64LP (x1.00),31,L,673,6/3/11,-13,B1 6LP (x0.90),5/7/10,-25,B2 75LP (x1.00)
32,W,889,15/1/17,1,S3 91LP (x0.75),5/3/12,-7,S3 94LP (x1.00),32,W,600,14/2/17,5,B1 99LP (x0.75),12/3/14,15,B1 94LP (x1.00),32,L,626,6/3/9,-22,B2 75LP (x0.90),6/6/8,-25,B2 53LP (x1.00)
33,L,845,10/3/13,-19,S3 69LP (x0.75),3/6/6,-25,S3 73LP (x1.00),33,W,723,18/2/13,53,S4 28LP (x0.75),11/3/12,70,S4 24LP (x1.00),33,W,697,13/1/12,63,B1 2LP (x0.90),10/3/16,8,B2 79LP (x1.00)
34,W,848,20/0/24,7,S3 98LP (x0.75),8/2/14,-4,S3 99LP (x1.00),34,W,793,16/2/16,30,S4 55LP (x0.75),12/4/7,40,S4 50LP (x1.00),34,W,790,14/1/17,23,B1 33LP (x0.90),13/0/17,70,B1 4LP (x1.00)
35,W,965,20/1/21,53,S2 23LP (x0.75),4/3/8,64,S2 25LP (x1.00),35,W,808,20/1/16,8,S4 85LP (x0.75),8/2/16,7,S4 79LP (x1.00),35,L,755,8/3/7,-10,B1 12LP (x0.90),6/6/5,-25,B2 75LP (x1.00)
36,W,996,8/2/9,11,S2 52LP (x0.75),5/2/13,20,S2 54LP (x1.00),36,W,941,20/1/14,63,S3 16LP (x0.90),8/3/12,70,S3 6LP (x1.00),36,W,842,15/2/14,17,B1 43LP (x0.90),13/2/12,70,B1 3LP (x1.00)
37,W,1003,15/1/18,5,S2 79LP (x0.75),10/3/9,2,S2 83LP (x1.00),37,L,897,8/3/9,-19,S4 75LP (x0.75),4/7/6,-25,S4 75LP (x1.00),37,W,874,12/1/18,6,B1 73LP (x0.90),8/2/16,26,B1 34LP (x1.00)
38,L,959,8/3/11,-19,S2 60LP (x0.75),4/6/7,-25,S2 62LP (x1.00),38,W,1030,16/2/16,63,S3 3LP (x0.90),10/2/16,70,S3 3LP (x1.00),38,L,841,9/3/11,-22,B1 56LP (x0.90),4/4/8,-11,B1 15LP (x1.00)
39,W,959,20/2/14,4,S2 87LP (x0.75),8/3/9,-4,S2 87LP (x1.00),39,W,1077,20/1/14,26,S3 33LP (x0.90),8/2/10,21,S3 29LP (x1.00),39,W,857,12/2/12,-2,B1 87LP (x0.90),8/1/10,18,B1 45LP (x1.00)
40,W,1078,18/1/20,53,S1 16LP (x0.75),5/3/8,66,S1 14LP (x1.00),40,L,1058,9/3/9,-8,S3 13LP (x0.90),5/7/7,-11,S3 12LP (x1.00),40,W,929,20/1/16,63,S4 15LP (x0.90),8/2/16,9,B1 73LP (x1.00)
41,W,1129,20/1/18,27,S1 45LP (x0.75),7/3/10,24,S1 39LP (x1.00),41,L,1014,7/3/12,-19,S4 75LP (x0.75),2/12/3,-25,S4 75LP (x1.00),41,L,882,6/3/6,-22,B1 75LP (x0.90),5/6/6,-25,B1 54LP (x1.00)
42,L,1101,9/3/11,-10,S1 26LP (x0.75),2/6/7,-18,S1 21LP (x1.00),42,L,970,9/3/11,-19,S4 54LP (x0.75),4/8/6,-25,S4 55LP (x1.00),42,L,841,6/5/8,-22,B1 56LP (x0.90),5/4/6,-19,B1 33LP (x1.00)
43,W,1136,20/2/21,17,S1 52LP (x0.75),10/3/13,18,S1 51LP (x1.00),43,W,984,16/1/21,6,S4 83LP (x0.75),12/2/12,8,S4 82LP (x1.00),43,L,798,8/3/6,-22,B1 35LP (x0.90),6/6/5,-21,B1 13LP (x1.00)
44,W,1132,6/2/12,-5,S1 80LP (x0.75),7/2/10,1,S1 82LP (x1.00),44,L,940,9/3/9,-19,S4 64LP (x0.75),2/12/4,-25,S4 63LP (x1.00),44,W,825,12/1/10,6,B1 65LP (x0.90),11/2/9,21,B1 43LP (x1.00)
45,W,1255,15/2/18,53,G4 8LP (x0.75),6/3/12,70,G4 9LP (x1.00),45,W,925,16/1/21,3,S4 94LP (x0.75),4/8/6,-18,S4 94LP (x1.00),45,W,834,13/2/14,-4,B1 96LP (x0.90),10/3/17,13,B1 69LP (x1.00)
46,W,1289,20/1/16,21,G4 39LP (x0.75),7/4/7,13,G4 36LP (x1.00),46,L,881,8/3/8,-19,S4 74LP (x0.75),5/7/4,-25,S4 75LP (x1.00),46,W,911,12/1/17,63,S4 24LP (x0.90),13/2/12,14,B1 98LP (x1.00)
47,W,1336,8/4/12,17,G4 66LP (x0.75),7/2/8,30,G4 64LP (x1.00),47,W,1006,7/2/7,57,S3 3LP (x0.90),6/2/8,68,S3 5LP (x1.00),47,W,997,14/1/21,16,S4 50LP (x0.90),11/1/10,70,S4 29LP (x1.00)
48,W,1328,16/1/14,0,G4 94LP (x0.75),6/2/7,-8,G4 89LP (x1.00),48,L,962,8/3/12,-19,S4 75LP (x0.75),4/6/6,-25,S4 75LP (x1.00),48,L,971,7/3/7,-17,S4 30LP (x0.90),5/4/5,-9,S4 10LP (x1.00)
49,W,1461,16/2/18,63,G3 20LP (x0.90),10/4/10,70,G3 14LP (x1.00),49,L,918,9/3/9,-19,S4 53LP (x0.75),5/6/5,-25,S4 53LP (x1.00),49,L,940,9/3/11,-6,S4 13LP (x0.90),7/4/10,-25,B1 75LP (x1.00)
50,W,1496,20/2/17,21,G3 47LP (x0.90),8/3/8,14,G3 42LP (x1.00),50,L,874,9/3/9,-19,S4 30LP (x0.75),5/7/8,-25,S4 33LP (x1.00),50,W,1026,13/1/13,16,S4 41LP (x0.90),8/2/10,70,S4 3LP (x1.00)

=== SUMMARY WITH PEAK ELO MULTIPLIER (HYBRID) ===
Duo1: 41W/9L (82.0%) - Carry: G3 47LP (peak D4, mult x0.90) - Noob: G3 42LP (peak B4, mult x1.00) - Total: 1496 pts
Duo2: 31W/19L (62.0%) - Carry: S4 30LP (peak E4, mult x0.75) - Noob: S4 33LP (peak S4, mult x1.00) - Total: 874 pts
Duo3: 28W/22L (56.0%) - Carry: S4 41LP (peak P4, mult x0.90) - Noob: S4 3LP (peak G4, mult x1.00) - Total: 1026 pts
